                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2632,                 2.0978,                 1.4489,                0.90005,                0.26119,                0.58321,                0.36102,                 1.1649,                 2.2923,                 1.3398,             0.00054359,             0.00054359,             0.00054359
                      2,                 1.3118,                 1.4243,                 1.4494,                0.67687,                0.58876,                0.67052,                0.42283,                  1.344,                 1.6751,                 1.5786,              0.0010949,              0.0010949,              0.0010949
                      3,                 1.2941,                 1.3469,                 1.4378,                 0.6758,                0.54956,                0.63303,                0.38364,                 1.3608,                  1.717,                  1.684,              0.0016418,              0.0016418,              0.0016418
                      4,                 1.3057,                 1.3407,                 1.4635,                0.57024,                0.67309,                0.66287,                0.41179,                 1.3105,                 1.6803,                 1.5409,              0.0016472,              0.0016472,              0.0016472
                      5,                 1.2989,                 1.2246,                 1.4396,                0.77883,                0.58318,                0.68673,                0.43044,                 1.3509,                 1.4111,                 1.5589,              0.0016406,              0.0016406,              0.0016406
                      6,                  1.263,                 1.1738,                 1.4159,                0.82413,                0.68168,                0.75127,                0.48929,                  1.338,                 1.1893,                 1.5051,               0.001634,               0.001634,               0.001634
                      7,                 1.2701,                 1.1541,                 1.4135,                0.75163,                0.61247,                0.66363,                0.41223,                 1.3366,                 1.2891,                 1.4527,              0.0016274,              0.0016274,              0.0016274
                      8,                 1.2719,                 1.1368,                 1.4237,                0.68616,                0.68168,                0.70931,                0.40233,                 1.3205,                   1.37,                 1.4974,              0.0016208,              0.0016208,              0.0016208
                      9,                 1.2523,                 1.1167,                 1.4064,                0.82152,                0.64065,                0.74745,                0.47211,                 1.2185,                 1.2452,                 1.4201,              0.0016142,              0.0016142,              0.0016142
                     10,                 1.1863,                 1.0522,                 1.3681,                0.77997,                  0.695,                0.72333,                 0.4725,                 1.3068,                 1.1675,                 1.4684,              0.0016076,              0.0016076,              0.0016076
                     11,                 1.1856,                 1.0415,                 1.3635,                0.80269,                0.64052,                0.73987,                0.46328,                  1.283,                 1.3177,                 1.5135,               0.001601,               0.001601,               0.001601
                     12,                 1.1819,                 1.0099,                 1.3641,                0.87589,                0.71668,                0.77185,                 0.5004,                 1.1809,                 1.0384,                 1.4085,              0.0015944,              0.0015944,              0.0015944
                     13,                 1.1758,                 1.0099,                 1.3674,                0.85868,                 0.6847,                0.76804,                 0.5313,                 1.1732,                0.98457,                 1.3771,              0.0015878,              0.0015878,              0.0015878
                     14,                 1.1772,                 0.9904,                 1.3513,                0.83066,                0.71393,                0.76859,                0.53114,                 1.1341,                0.99228,                 1.3524,              0.0015812,              0.0015812,              0.0015812
                     15,                 1.1461,                0.97023,                  1.334,                0.76216,                0.63839,                0.70432,                0.42664,                 1.3737,                 1.2987,                 1.4932,              0.0015746,              0.0015746,              0.0015746
                     16,                 1.1435,                0.97334,                 1.3392,                0.83125,                0.68219,                0.76626,                0.53577,                 1.1551,                 1.0425,                  1.388,               0.001568,               0.001568,               0.001568
                     17,                 1.1275,                0.93303,                 1.3258,                0.88736,                0.73521,                0.81467,                0.52782,                 1.2017,                0.89733,                 1.3683,              0.0015614,              0.0015614,              0.0015614
                     18,                 1.1184,                0.92309,                 1.3143,                0.83564,                0.71526,                0.77944,                 0.4948,                 1.2948,                 1.0058,                 1.5145,              0.0015548,              0.0015548,              0.0015548
                     19,                 1.1058,                0.90518,                 1.3146,                0.85287,                0.71625,                0.79783,                 0.5219,                 1.1654,                0.97099,                 1.3678,              0.0015482,              0.0015482,              0.0015482
