                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1865,                 2.2726,                  1.396,                0.93354,                0.16585,                0.30424,                0.20099,                 1.1396,                 2.7131,                 1.2754,             0.00046676,             0.00046676,             0.00046676
                      2,                 1.2627,                 1.4984,                 1.4438,                0.83987,                0.26271,                0.50197,                0.30266,                 1.3564,                 2.3078,                 1.5558,             0.00094392,             0.00094392,             0.00094392
                      3,                 1.2519,                 1.3466,                 1.4059,                0.49321,                 0.3715,                0.44527,                0.23876,                 1.5506,                 2.3882,                 1.7224,              0.0014147,              0.0014147,              0.0014147
                      4,                 1.2664,                 1.3812,                 1.4598,                0.68932,                0.56205,                 0.6249,                0.32951,                 1.6056,                 1.6775,                 1.9938,               0.001634,               0.001634,               0.001634
                      5,                 1.2693,                 1.3214,                 1.4385,                0.79311,                0.57605,                0.65028,                0.36864,                 1.4737,                 1.5899,                 1.6107,               0.001623,               0.001623,               0.001623
                      6,                 1.2147,                 1.2368,                 1.3919,                0.64854,                0.55989,                0.58622,                0.35535,                 1.4108,                 1.7343,                 1.5412,               0.001612,               0.001612,               0.001612
                      7,                 1.2169,                 1.2059,                 1.3974,                 0.7767,                0.64422,                 0.7032,                0.46159,                 1.2546,                  1.248,                 1.4218,               0.001601,               0.001601,               0.001601
                      8,                 1.1831,                 1.1263,                  1.376,                0.75946,                0.61917,                0.67411,                0.41971,                 1.3262,                 1.3384,                 1.4808,                0.00159,                0.00159,                0.00159
                      9,                 1.1845,                 1.1127,                 1.3603,                0.80804,                0.62748,                0.71755,                0.46528,                 1.2518,                 1.1996,                 1.3915,               0.001579,               0.001579,               0.001579
                     10,                 1.1536,                 1.0597,                 1.3465,                0.73908,                 0.6654,                0.71153,                0.45554,                 1.2736,                 1.3082,                 1.4341,               0.001568,               0.001568,               0.001568
                     11,                 1.1663,                 1.0846,                 1.3479,                0.74944,                0.71318,                0.71363,                0.45707,                 1.2261,                 1.1722,                 1.3739,               0.001557,               0.001557,               0.001557
                     12,                 1.1642,                 1.0465,                 1.3503,                0.74927,                 0.7109,                0.74281,                 0.4695,                 1.2484,                 1.0898,                 1.4231,               0.001546,               0.001546,               0.001546
                     13,                 1.1175,                 1.0103,                 1.3339,                0.82894,                0.61326,                0.71613,                0.46542,                  1.262,                 1.1454,                 1.4215,               0.001535,               0.001535,               0.001535
                     14,                   1.12,                 1.0151,                 1.3381,                0.79585,                0.68932,                0.73269,                0.48842,                 1.2053,                 1.1107,                 1.3599,               0.001524,               0.001524,               0.001524
                     15,                  1.112,                0.98344,                 1.3005,                0.79932,                 0.7002,                0.76514,                0.51415,                 1.1865,                 1.0358,                 1.3922,               0.001513,               0.001513,               0.001513
                     16,                 1.1082,                0.97153,                 1.3267,                0.79934,                0.67224,                0.73393,                0.50451,                 1.1971,                 1.0684,                 1.3695,               0.001502,               0.001502,               0.001502
                     17,                 1.0805,                0.98363,                 1.3068,                0.82457,                 0.6886,                0.78679,                0.52668,                 1.1794,                0.99511,                  1.388,               0.001491,               0.001491,               0.001491
                     18,                 1.0352,                 0.9237,                 1.2884,                 0.7785,                 0.7015,                0.75084,                 0.4901,                 1.1576,                  1.127,                  1.366,                0.00148,                0.00148,                0.00148
                     19,                 1.0716,                0.96057,                 1.3083,                0.77399,                 0.6936,                0.76873,                0.51889,                 1.1931,                 1.0485,                 1.3688,               0.001469,               0.001469,               0.001469
                     20,                 1.0595,                0.91146,                 1.2862,                0.80559,                0.72375,                0.80102,                0.52803,                 1.1874,                0.99754,                 1.3577,               0.001458,               0.001458,               0.001458
                     21,                 1.0163,                0.87745,                 1.2475,                0.80425,                0.72249,                0.78181,                0.52853,                 1.1324,                0.98136,                 1.3363,               0.001447,               0.001447,               0.001447
