                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.77647,                0.56436,                 1.1505,                0.85049,                0.79352,                0.83108,                0.62321,                0.88311,                0.66764,                 1.2555,             0.00088584,             0.00088584,             0.00088584
                     73,                0.79223,                0.55968,                 1.1568,                0.85096,                0.76772,                0.82059,                0.62134,                0.89387,                0.66007,                 1.2438,             0.00087484,             0.00087484,             0.00087484
                     74,                0.79236,                0.55149,                 1.1474,                0.87013,                 0.7898,                0.84871,                0.62902,                0.90068,                0.64919,                 1.2687,             0.00086384,             0.00086384,             0.00086384
                     75,                0.77281,                0.55577,                 1.1388,                0.88241,                0.78021,                0.82962,                0.62752,                0.91533,                0.68342,                 1.2764,             0.00085284,             0.00085284,             0.00085284
                     76,                0.75969,                0.54101,                 1.1378,                0.84855,                0.77661,                0.82194,                0.61254,                0.94871,                0.76772,                 1.3031,             0.00084184,             0.00084184,             0.00084184
                     77,                0.76156,                0.54857,                 1.1416,                0.86396,                0.77431,                0.85142,                0.63018,                0.92482,                0.67692,                 1.2816,             0.00083083,             0.00083083,             0.00083083
                     78,                0.76923,                0.54343,                 1.1376,                0.85488,                0.79431,                 0.8367,                0.62802,                 0.8881,                0.71021,                 1.2744,             0.00081983,             0.00081983,             0.00081983
                     79,                0.77759,                0.54781,                 1.1439,                0.90726,                0.76635,                0.85154,                0.63594,                0.88132,                 0.6587,                 1.2385,             0.00080883,             0.00080883,             0.00080883
                     80,                0.77798,                0.53042,                 1.1359,                0.88778,                0.72868,                0.83182,                0.62425,                0.87055,                 0.6567,                 1.2411,             0.00079783,             0.00079783,             0.00079783
                     81,                0.74347,                 0.5141,                 1.1158,                0.85272,                0.81392,                0.85554,                 0.6556,                0.83068,                0.58662,                 1.2101,             0.00078682,             0.00078682,             0.00078682
                     82,                0.74629,                  0.534,                 1.1272,                0.92344,                0.74104,                0.83601,                0.64135,                0.85904,                 0.6277,                 1.2214,             0.00077582,             0.00077582,             0.00077582
                     83,                0.75245,                0.53317,                 1.1291,                0.86164,                0.77944,                0.84846,                0.63159,                0.88333,                0.66865,                 1.2704,             0.00076482,             0.00076482,             0.00076482
                     84,                0.73849,                0.51677,                 1.1138,                0.84244,                0.78785,                0.82709,                0.62307,                 0.8583,                0.65878,                 1.2357,             0.00075382,             0.00075382,             0.00075382
                     85,                0.74191,                0.51652,                 1.1243,                0.87679,                0.76638,                0.83802,                0.63307,                0.88463,                0.67494,                 1.2666,             0.00074282,             0.00074282,             0.00074282
                     86,                 0.7091,                0.50547,                 1.1057,                0.85471,                0.79807,                0.85847,                0.64324,                0.86804,                0.65489,                 1.2632,             0.00073181,             0.00073181,             0.00073181
                     87,                0.71621,                0.50071,                 1.1177,                0.84035,                0.75702,                0.81329,                0.60411,                0.93366,                0.69346,                 1.3158,             0.00072081,             0.00072081,             0.00072081
                     88,                0.71041,                0.48756,                 1.0989,                 0.8685,                0.78758,                0.83972,                0.63709,                0.87452,                0.63937,                 1.2651,             0.00070981,             0.00070981,             0.00070981
                     89,                0.72749,                 0.5016,                 1.1145,                0.88826,                0.77568,                0.83136,                 0.6243,                0.88885,                0.67051,                 1.2426,             0.00069881,             0.00069881,             0.00069881
                     90,                0.70755,                0.48549,                 1.1032,                0.89684,                0.79979,                0.84834,                0.62925,                0.91129,                 0.6793,                 1.2319,              0.0006878,              0.0006878,              0.0006878
                     91,                0.71154,                0.49849,                 1.0994,                0.89939,                0.78163,                0.85166,                0.63077,                0.92762,                0.71219,                 1.2577,              0.0006768,              0.0006768,              0.0006768
                     92,                0.70158,                 0.4856,                 1.0947,                0.89329,                0.77138,                0.84411,                0.64236,                0.91044,                0.68911,                 1.2402,              0.0006658,              0.0006658,              0.0006658
                     93,                0.68135,                0.47457,                 1.0873,                 0.8995,                0.79514,                0.84293,                0.63289,                0.90785,                0.63966,                 1.2602,              0.0006548,              0.0006548,              0.0006548
                     94,                0.68926,                0.48032,                 1.0897,                0.87149,                0.77446,                0.84418,                0.63021,                0.89975,                0.67505,                 1.2412,              0.0006438,              0.0006438,              0.0006438
                     95,                0.69156,                0.47405,                  1.086,                0.88906,                0.78012,                0.85388,                 0.6327,                0.91324,                0.67298,                 1.2531,             0.00063279,             0.00063279,             0.00063279
                     96,                0.67753,                 0.4668,                  1.078,                0.84954,                0.78163,                0.82788,                 0.6305,                0.89627,                0.68085,                 1.2438,             0.00062179,             0.00062179,             0.00062179
                     97,                0.67104,                 0.4702,                 1.0774,                0.85256,                0.78314,                0.82263,                0.61023,                 0.9147,                0.69529,                 1.2383,             0.00061079,             0.00061079,             0.00061079
                     98,                0.66565,                0.46279,                 1.0787,                0.89206,                0.76519,                0.82812,                0.62869,                0.95133,                 0.7214,                 1.3238,             0.00059979,             0.00059979,             0.00059979
                     99,                0.66631,                0.46936,                 1.0814,                0.89252,                0.78402,                0.84757,                0.63541,                0.90938,                0.63874,                 1.2733,             0.00058878,             0.00058878,             0.00058878
                    100,                0.65565,                0.45773,                 1.0628,                  0.892,                0.76368,                0.84895,                0.64134,                0.91111,                0.63406,                 1.2737,             0.00057778,             0.00057778,             0.00057778
                    101,                0.65871,                 0.4621,                 1.0788,                0.86301,                0.78607,                0.84533,                0.63963,                0.86938,                0.68261,                 1.2649,             0.00056678,             0.00056678,             0.00056678
                    102,                 0.6494,                0.44943,                 1.0704,                0.90251,                0.76892,                0.85244,                0.64513,                 0.8639,                0.65309,                 1.2417,             0.00055578,             0.00055578,             0.00055578
                    103,                0.65438,                0.44791,                 1.0603,                0.82984,                0.79906,                0.83158,                0.63204,                0.85521,                0.67294,                 1.2455,             0.00054478,             0.00054478,             0.00054478
                    104,                0.64445,                 0.4438,                 1.0632,                 0.8289,                0.77659,                0.81739,                0.62088,                0.88619,                0.66099,                 1.2461,             0.00053377,             0.00053377,             0.00053377
                    105,                0.63349,                0.44168,                 1.0675,                0.87769,                0.77114,                0.83679,                 0.6282,                0.90005,                0.68913,                 1.2822,             0.00052277,             0.00052277,             0.00052277
                    106,                0.63784,                0.43514,                 1.0591,                0.89597,                   0.76,                0.84669,                 0.6551,                0.88038,                0.68313,                  1.261,             0.00051177,             0.00051177,             0.00051177
                    107,                0.63553,                0.43615,                 1.0588,                0.88128,                 0.7667,                0.83911,                0.65156,                0.86881,                0.64454,                 1.2214,             0.00050077,             0.00050077,             0.00050077
                    108,                0.62521,                0.43761,                 1.0645,                 0.8855,                0.78784,                0.85384,                0.64568,                0.88289,                0.66278,                 1.2552,             0.00048976,             0.00048976,             0.00048976
                    109,                0.61859,                0.43351,                 1.0575,                 0.8437,                0.79726,                 0.8437,                0.64574,                 0.8984,                0.66905,                 1.2894,             0.00047876,             0.00047876,             0.00047876
                    110,                0.61517,                0.43261,                 1.0456,                0.86636,                0.76892,                0.83243,                0.63407,                0.90042,                 0.7356,                 1.2603,             0.00046776,             0.00046776,             0.00046776
                    111,                0.61803,                0.43507,                 1.0459,                0.83544,                0.77425,                 0.8401,                 0.6367,                0.89517,                0.69547,                 1.2567,             0.00045676,             0.00045676,             0.00045676
                    112,                0.61566,                0.42067,                  1.041,                0.86469,                0.76134,                0.84628,                0.63854,                0.88534,                0.65945,                  1.239,             0.00044576,             0.00044576,             0.00044576
                    113,                0.61081,                0.42467,                  1.047,                0.87374,                0.76892,                0.83315,                0.64677,                0.87794,                0.65648,                 1.2694,             0.00043475,             0.00043475,             0.00043475
                    114,                0.60874,                0.42082,                 1.0538,                0.85261,                0.77609,                0.84934,                0.65195,                0.88738,                0.62858,                 1.2627,             0.00042375,             0.00042375,             0.00042375
                    115,                0.59519,                0.42051,                 1.0381,                 0.8614,                0.77936,                0.84707,                0.65598,                0.87102,                0.68845,                 1.2417,             0.00041275,             0.00041275,             0.00041275
                    116,                0.59337,                0.41629,                 1.0324,                0.85868,                0.79743,                0.84119,                 0.6453,                0.87919,                0.69873,                 1.2435,             0.00040175,             0.00040175,             0.00040175
                    117,                0.59856,                0.41738,                 1.0348,                0.84845,                 0.7906,                0.84354,                0.64441,                 0.9248,                0.67552,                 1.2857,             0.00039074,             0.00039074,             0.00039074
                    118,                0.57935,                0.40304,                 1.0253,                0.86384,                0.78883,                0.83707,                0.64931,                0.87524,                0.68164,                   1.24,             0.00037974,             0.00037974,             0.00037974
                    119,                0.57874,                0.41082,                 1.0298,                 0.8734,                0.78083,                0.84363,                0.64832,                0.86323,                0.65067,                 1.2083,             0.00036874,             0.00036874,             0.00036874
                    120,                0.57372,                0.40136,                 1.0284,                0.85402,                0.78678,                0.84503,                0.64935,                0.82916,                0.63856,                 1.2038,             0.00035774,             0.00035774,             0.00035774
                    121,                0.57326,                0.40327,                 1.0277,                0.82235,                0.80875,                0.84915,                0.65328,                0.84882,                0.65717,                 1.2253,             0.00034674,             0.00034674,             0.00034674
                    122,                0.55309,                0.39423,                 1.0135,                0.85707,                0.79869,                0.85297,                0.65429,                0.83854,                0.63175,                 1.2147,             0.00033573,             0.00033573,             0.00033573
                    123,                0.56265,                0.38813,                 1.0187,                0.89405,                0.77932,                0.84819,                0.65914,                 0.8455,                0.65732,                 1.2204,             0.00032473,             0.00032473,             0.00032473
                    124,                0.55593,                0.39235,                 1.0267,                 0.8841,                0.80322,                0.85859,                0.66745,                0.84594,                0.61861,                 1.2348,             0.00031373,             0.00031373,             0.00031373
                    125,                0.55347,                 0.3896,                 1.0159,                0.86653,                0.76519,                 0.8466,                0.65048,                0.83409,                 0.5966,                 1.2243,             0.00030273,             0.00030273,             0.00030273
                    126,                0.55272,                0.38132,                 1.0165,                0.86943,                0.79424,                0.86076,                0.66794,                 0.8448,                0.60904,                 1.2456,             0.00029172,             0.00029172,             0.00029172
                    127,                0.54883,                0.38127,                 1.0136,                0.90319,                0.74805,                0.85683,                0.65416,                0.84006,                0.61734,                 1.2277,             0.00028072,             0.00028072,             0.00028072
                    128,                0.55026,                0.38524,                  1.018,                0.89234,                0.76857,                0.85038,                0.66419,                0.82226,                0.64172,                  1.188,             0.00026972,             0.00026972,             0.00026972
                    129,                0.54682,                0.37737,                  1.012,                0.87809,                0.76146,                 0.8495,                0.65608,                0.82695,                0.63427,                 1.2075,             0.00025872,             0.00025872,             0.00025872
                    130,                0.54302,                0.37767,                  1.004,                0.84989,                0.79353,                0.84842,                 0.6543,                0.87847,                0.65018,                 1.2602,             0.00024772,             0.00024772,             0.00024772
                    131,                0.54316,                0.37467,                 1.0072,                0.84873,                0.79085,                0.84788,                0.63554,                0.86848,                0.66709,                 1.2455,             0.00023671,             0.00023671,             0.00023671
                    132,                0.53832,                0.36867,                 1.0053,                0.90077,                0.77453,                0.85644,                0.65504,                0.84951,                0.62855,                 1.2156,             0.00022571,             0.00022571,             0.00022571
                    133,                0.52161,                0.36437,                0.99764,                0.87269,                0.78623,                0.86158,                0.66099,                0.83491,                0.61748,                  1.207,             0.00021471,             0.00021471,             0.00021471
                    134,                0.52392,                0.36427,                 1.0034,                0.91018,                0.76892,                0.86564,                0.67014,                0.85231,                0.64573,                 1.2337,             0.00020371,             0.00020371,             0.00020371
                    135,                 0.5066,                0.35024,                0.99167,                0.88681,                0.79151,                0.86427,                0.66736,                0.83598,                 0.5999,                 1.2302,             0.00019271,             0.00019271,             0.00019271
                    136,                0.52297,                0.36492,                0.99584,                0.86739,                0.79575,                0.86293,                0.66671,                0.82571,                0.58307,                 1.2253,              0.0001817,              0.0001817,              0.0001817
                    137,                0.50595,                0.35544,                0.98746,                0.89591,                0.76892,                0.86511,                0.66807,                 0.8242,                0.60339,                 1.2023,              0.0001707,              0.0001707,              0.0001707
                    138,                0.50818,                0.34912,                 0.9953,                0.88024,                0.77515,                0.86538,                0.67003,                0.82982,                0.59468,                 1.2182,              0.0001597,              0.0001597,              0.0001597
                    139,                0.50665,                0.35038,                0.99082,                0.86979,                0.80322,                0.86566,                0.66714,                0.82733,                0.59544,                 1.2295,              0.0001487,              0.0001487,              0.0001487
                    140,                0.50094,                0.35765,                0.98712,                0.88485,                 0.7771,                0.86299,                 0.6622,                0.83917,                0.60101,                 1.2273,             0.00013769,             0.00013769,             0.00013769
                    141,                0.50949,                0.34087,                0.98514,                 0.8295,                0.81185,                0.84707,                0.64916,                0.84623,                0.61572,                 1.2483,             0.00012669,             0.00012669,             0.00012669
                    142,                0.46951,                0.30548,                0.95582,                0.85796,                0.78867,                 0.8509,                0.65738,                 0.8276,                0.60772,                  1.233,             0.00011569,             0.00011569,             0.00011569
                    143,                0.45527,                0.30086,                0.95388,                0.87213,                0.77863,                0.84804,                0.65915,                0.82619,                0.61204,                 1.2312,             0.00010469,             0.00010469,             0.00010469
                    144,                0.45889,                 0.2963,                 0.9436,                0.89567,                 0.7709,                 0.8536,                0.65729,                0.82154,                0.60254,                 1.2372,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.45272,                0.29295,                0.95272,                0.86996,                0.79131,                0.86103,                0.66077,                0.82783,                 0.5928,                 1.2353,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.45094,                0.28945,                0.93709,                0.85257,                0.79951,                0.86112,                0.66408,                  0.823,                0.59098,                 1.2363,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.43882,                0.28208,                0.93334,                0.86025,                0.78815,                0.85721,                0.66498,                0.82756,                0.60097,                 1.2389,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.42748,                0.28302,                0.93075,                0.86441,                0.79023,                0.85478,                0.66195,                0.82035,                0.60006,                  1.229,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.42882,                0.27504,                0.92922,                0.86948,                0.79504,                0.85661,                0.66518,                0.81234,                0.58994,                 1.2287,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                0.43779,                0.28311,                0.93976,                0.88672,                0.78523,                0.86121,                0.67008,                0.81545,                0.58898,                 1.2311,             2.7672e-05,             2.7672e-05,             2.7672e-05
