                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.91945,                0.70631,                 1.1273,                0.84423,                0.72728,                0.80547,                0.57516,                 1.0143,                0.85603,                 1.1624,              0.0011224,              0.0011224,              0.0011224
                     36,                0.90939,                0.68295,                 1.1189,                0.84469,                0.75606,                0.81766,                0.57788,                 0.9965,                0.83607,                 1.1685,              0.0011059,              0.0011059,              0.0011059
                     37,                0.89814,                0.67948,                 1.1193,                0.80654,                0.74956,                0.82005,                0.58397,                 0.9794,                0.85895,                 1.1318,              0.0010894,              0.0010894,              0.0010894
                     38,                0.89883,                 0.6805,                 1.1213,                0.77241,                0.76463,                0.79792,                0.56439,                0.98027,                0.86987,                 1.1624,              0.0010729,              0.0010729,              0.0010729
                     39,                0.89954,                 0.6713,                 1.1083,                0.84602,                0.71526,                0.80587,                0.57239,                0.98776,                0.84254,                 1.1538,              0.0010564,              0.0010564,              0.0010564
                     40,                0.85442,                0.65122,                 1.1008,                0.87316,                0.75092,                0.81788,                 0.5807,                0.94732,                0.80254,                 1.1443,              0.0010399,              0.0010399,              0.0010399
                     41,                0.88081,                0.65822,                 1.1097,                0.83239,                0.73765,                0.79299,                0.56887,                0.96336,                0.80661,                 1.1596,              0.0010234,              0.0010234,              0.0010234
                     42,                0.88889,                0.67267,                 1.1037,                0.87276,                 0.7064,                0.81414,                 0.5816,                0.97768,                0.76663,                 1.1238,              0.0010069,              0.0010069,              0.0010069
                     43,                0.85533,                0.64648,                 1.1015,                0.83096,                0.77626,                0.82649,                0.58839,                0.91038,                  0.773,                 1.1016,             0.00099036,             0.00099036,             0.00099036
                     44,                0.86761,                0.66383,                 1.1008,                 0.8231,                0.74582,                0.81564,                0.57966,                 1.0085,                0.84991,                 1.1733,             0.00097386,             0.00097386,             0.00097386
                     45,                0.83566,                0.63036,                 1.0951,                0.90897,                0.68392,                0.80719,                0.59733,                0.95915,                0.87804,                 1.1436,             0.00095736,             0.00095736,             0.00095736
                     46,                0.84716,                  0.625,                 1.0873,                0.82276,                0.72523,                0.79707,                0.56435,                0.99184,                0.88078,                 1.1655,             0.00094085,             0.00094085,             0.00094085
                     47,                0.84834,                0.63673,                  1.087,                0.84169,                0.73365,                 0.8075,                0.57069,                0.98226,                0.85182,                 1.1659,             0.00092435,             0.00092435,             0.00092435
                     48,                0.84584,                0.62351,                 1.0851,                0.85143,                0.71464,                0.81088,                0.58233,                 0.9712,                0.81181,                 1.1554,             0.00090785,             0.00090785,             0.00090785
                     49,                0.83598,                0.61187,                 1.0809,                0.85503,                0.73631,                0.82251,                0.59269,                0.94479,                 0.8006,                 1.1311,             0.00089134,             0.00089134,             0.00089134
                     50,                0.81856,                0.60373,                 1.0708,                0.84715,                0.77043,                0.81211,                0.58456,                0.95164,                0.74969,                 1.1474,             0.00087484,             0.00087484,             0.00087484
